id_saih,catch_skm
9,226.96
11,610.33
13,156.79
34,2008.39
38,2841.275
43,180.36
46,2764.41
49,46.21
58,522.55
69,178.58
73,529.13
74,287.66
85,1081.11
86,247.09
90,504.40
103,472.78
104,37.47
106,160.67
127,747.46
128,220.18
129,199.94
130,338.40
164,346.54
167,75.97
212,3098.82
214,303.98
219,2412.73
220,2510.22
224,96.26
302,320.55
303,118.77
304,160.12
305,100.51
307,389.27
308,886.65
309,263.17
310,2060.12
312,798.62
314,169.47
